person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
23,62000,3,4000,8.9,0,0.06,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,64000,0,8000,14.84,1,0.13,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24,70000,2,8000,14.72,0,0.11,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25,70000,3,8000,14.26,0,0.11,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
26,62000,1,8400,6.62,0,0.14,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,71000,10,8000,13.49,0,0.11,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23,62000,6,1800,11.71,0,0.03,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,62000,2,13000,15.27,0,0.21,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25,72000,2,8000,7.9,0,0.11,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,72000,2,8000,7.9,0,0.11,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,62000,6,15075,6.03,0,0.24,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,66000,6,8000,14.65,1,0.12,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
24,62000,8,5875,6.03,0,0.09,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,72000,0,8000,7.9,0,0.11,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
21,62000,2,6000,7.51,0,0.1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,62000,3,2000,6.03,0,0.03,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,62000,1,10000,7.9,0,0.16,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,62000,6,5000,6.03,0,0.08,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
24,62000,8,10000,13.99,0,0.16,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25,62000,7,12000,5.42,0,0.19,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,72000,5,8000,10,0,0.11,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
25,62000,9,8500,10.99,0,0.14,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,74000,7,8000,15.62,0,0.11,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
26,74000,2,8000,13.92,0,0.11,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23,62000,2,5000,5.42,0,0.08,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,75000,2,8000,7.9,0,0.11,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,62000,8,10000,7.49,0,0.16,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,75000,0,8000,5.99,0,0.11,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,75000,5,8000,10.74,0,0.11,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,62000,9,3000,12.99,0,0.05,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
23,75000,5,8000,13.79,0,0.11,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24,75000,5,8000,15.37,0,0.11,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,62000,2,10000,5.99,0,0.16,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,69000,1,8000,13.99,1,0.12,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,75638,2,8000,5.99,0,0.11,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
26,76000,6,8000,13.11,0,0.11,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25,76460,1,8000,6.03,0,0.1,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,77000,2,8000,7.51,0,0.1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,62000,5,9000,10,0,0.15,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,78000,3,8000,13.79,0,0.1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,62000,10,10000,13.43,0,0.16,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
23,56000,7,8000,14.54,1,0.14,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,79000,0,8000,11.49,0,0.1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,80000,5,8000,7.9,0,0.1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,62000,6,10000,10.74,0,0.16,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
24,62000,8,7750,10,0,0.13,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,80000,3,8000,18.39,0,0.1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,80000,0,8000,5.99,0,0.1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,74000,9,8000,7.29,1,0.11,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23,62000,0,18000,14.46,0,0.29,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,62000,6,1500,6.91,0,0.02,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,80000,0,8000,12.73,0,0.1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22,62000,6,17000,6.91,0,0.27,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,81600,5,8000,12.84,0,0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
26,82000,5,8000,10.99,0,0.1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,62000,5,10000,7.88,0,0.16,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,76000,6,8000,13.48,1,0.11,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
25,56000,7,2000,11.49,1,0.04,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,62000,4,4000,6.76,0,0.06,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,62000,4,20000,10.38,0,0.32,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,62000,9,2100,11.86,0,0.03,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,56000,1,10000,14.35,1,0.18,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
22,66300,4,8000,18.39,1,0.1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
22,84996,2,8000,13.92,0,0.09,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
25,62000,6,6000,7.88,0,0.1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,85000,0,8000,13.06,0,0.09,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
25,62000,5,10000,7.88,0,0.16,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,62000,7,11200,7.88,0,0.18,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
21,56000,5,18000,10.25,1,0.32,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,86004,6,8000,13.92,0,0.09,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26,86502,7,8000,10.36,0,0.09,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22,62000,6,5000,8.59,0,0.08,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,87000,3,8000,10.37,0,0.09,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,62000,7,3500,13.57,0,0.06,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
23,62000,4,10000,12.18,0,0.16,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,62000,2,6000,13.92,0,0.1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23,62000,2,5000,13.57,0,0.08,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
23,76500,0,8000,14.26,1,0.1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,90000,3,8000,14.27,0,0.09,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
24,62000,8,20000,16.7,0,0.32,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
22,90000,0,8000,7.49,0,0.09,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,62000,1,6500,10.95,0,0.1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22,62000,1,10000,11.58,0,0.16,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,90000,5,8000,6.92,0,0.09,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,90000,0,8000,13.35,0,0.09,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22,56000,5,15000,16,1,0.27,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,91000,6,8000,6.92,0,0.09,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,91000,2,8000,11.86,0,0.09,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,92004,2,8000,11.49,0,0.09,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,62000,2,7500,13.87,0,0.12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23,62000,7,6400,10.08,0,0.1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,62000,2,8000,10.08,0,0.13,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,62000,4,9600,9.2,0,0.15,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,95000,4,8000,15.23,0,0.08,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25,95000,8,8000,10.99,0,0.08,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,95000,3,8000,13.8,0,0.08,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,95000,0,8000,10.36,0,0.08,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,62000,5,3000,8.7,0,0.05,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,95004,0,8000,12.61,0,0.08,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26,84000,0,8000,12.61,1,0.1,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,56004,5,8000,11.71,1,0.14,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,84000,1,8000,16.45,1,0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
26,96500,10,8000,13.61,0,0.08,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,56004,5,6000,10,1,0.11,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,97000,3,8000,15.31,0,0.08,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
26,62004,3,4000,9.99,0,0.06,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
26,99996,7,8000,16.32,0,0.08,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
21,99996,5,8000,7.14,0,0.08,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,56004,7,15000,11.26,1,0.27,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,62004,1,9600,10.95,0,0.15,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,100000,6,8000,6.54,0,0.08,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,62004,10,15000,13.47,0,0.24,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
22,62004,6,3600,7.37,0,0.06,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,62004,7,10000,9.07,0,0.16,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,89000,8,8000,14.74,1,0.09,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,62100,2,9600,11.71,0,0.15,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,105000,8,8000,7.51,0,0.08,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,62100,8,1600,12.61,0,0.03,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24,62100,8,6000,12.53,0,0.1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
26,81600,10,8000,16.29,1,0.08,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
24,108000,8,8000,9.88,0,0.07,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,62200,0,18000,16.63,0,0.29,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
24,110000,4,8000,5.99,0,0.07,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
25,115000,2,8000,11.71,0,0.07,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
22,56208,6,12000,16.29,1,0.21,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,116664,8,8000,16.49,0,0.07,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22,62236,4,5000,9.99,0,0.08,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,108000,1,8000,16.29,1,0.07,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25,108000,5,8000,16.77,1,0.07,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21,62316,5,10000,7.66,0,0.16,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,62352,7,29800,10.65,0,0.48,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,62361,6,21650,12.69,0,0.35,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,120000,4,8000,14.61,0,0.07,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25,123000,1,8000,12.53,0,0.07,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,62400,4,15000,17.58,0,0.24,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
26,125000,0,8000,9.63,0,0.06,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,126000,0,8000,13.23,0,0.06,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
23,62400,4,7200,8.9,0,0.12,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,62400,8,4000,8.9,0,0.06,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
23,130000,3,8000,11.99,0,0.06,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,62400,7,7000,13.06,0,0.11,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22,56400,6,8400,14.91,1,0.15,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
22,56400,6,25000,16.4,1,0.44,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
24,131400,8,8000,15.99,1,0.06,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24,62400,3,9500,6.54,0,0.15,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,62400,6,2400,14.46,0,0.04,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22,62400,2,12600,13.85,0,0.2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25,62400,9,12500,14.96,0,0.2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
25,62400,4,2000,10.99,0,0.03,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,183700,2,8000,15.62,1,0.04,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22,30000,1,8050,12.69,1,0.27,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,48000,6,8050,10,0,0.17,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
21,50000,5,8075,6.17,0,0.16,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,54000,4,8075,13.06,0,0.15,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
23,62471,4,12000,6.91,0,0.19,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,78000,7,8100,7.29,0,0.1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,25000,0,8125,7.9,1,0.33,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,62496,1,8000,7.51,0,0.13,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23,30000,4,8125,12.68,0,0.27,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21,62496,1,5000,12.53,0,0.08,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
21,62500,6,13200,7.9,0,0.21,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,62500,4,23525,7.9,0,0.38,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,56000,6,8150,12.87,0,0.15,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
24,60500,1,8150,17.27,1,0.13,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26,62500,9,8000,11.49,0,0.13,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,62500,6,10000,5.99,0,0.16,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
25,34000,4,8200,12.21,0,0.24,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,62500,2,6000,5.79,0,0.1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,40000,0,8200,6.62,0,0.2,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,40944,0,8200,11.36,0,0.2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,55000,7,8200,13.11,0,0.15,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,62500,8,16000,10.38,0,0.26,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,150000,2,8200,6.99,0,0.05,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21,25200,1,8250,7.49,1,0.33,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,30000,5,8250,7.51,0,0.28,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,62500,1,9600,13.22,0,0.15,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
24,62500,8,6500,13.22,0,0.1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
25,62500,5,15000,6,0,0.24,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23,62500,7,4000,7.43,0,0.06,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,62510,5,12000,10.74,0,0.19,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,62589,4,7000,13.35,0,0.11,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25,70000,6,8250,13.61,1,0.12,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
24,62677,2,6000,10.2,0,0.1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,26000,4,8300,9.99,1,0.32,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,30000,0,8300,8.9,1,0.28,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
22,45020,6,8300,10.99,0,0.18,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
21,50000,5,8300,8.9,0,0.17,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,83000,4,8300,7.88,0,0.1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
22,62892,4,9600,11.03,0,0.15,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,62916,5,15000,11.49,0,0.24,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,56920,6,10000,14.59,1,0.18,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,56972,6,15000,16.4,1,0.26,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25,63000,9,14000,12.42,0,0.22,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
26,31200,4,8325,13.49,0,0.27,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
26,77100,6,8350,6.99,0,0.11,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,30000,5,8400,6.03,0,0.28,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,63000,7,20000,7.9,0,0.32,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,63000,0,6000,9.91,0,0.1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,31200,2,8400,13.23,0,0.27,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
21,32000,2,8400,16.77,1,0.26,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25,63000,9,20000,8.49,0,0.32,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,32000,3,8400,11.49,0,0.26,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,63000,5,20000,11.49,0,0.32,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,63000,2,10000,10.59,0,0.16,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,63000,8,7300,7.49,0,0.12,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21,63000,2,10000,10.59,0,0.16,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,63000,2,20000,9.99,0,0.32,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
24,35000,3,8400,12.87,0,0.24,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
23,63000,7,9700,5.99,0,0.15,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
21,63000,5,11200,10.99,0,0.18,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,35960,10,8400,11.49,0,0.23,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,36000,9,8400,18.64,0,0.23,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22,63000,6,10800,5.99,0,0.17,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,36100,3,8400,11.26,0,0.23,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,63000,7,6800,7.66,0,0.11,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,41000,0,8400,8.94,0,0.2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,63000,6,8400,7.29,0,0.13,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,63000,2,12000,7.66,0,0.19,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,63000,10,10000,6.91,0,0.16,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,35500,10,8400,17.27,1,0.24,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22,63000,6,4500,5.42,0,0.07,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,42000,3,8400,14.35,0,0.2,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
26,63000,10,10000,9.25,0,0.16,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,63000,6,3700,5.42,0,0.06,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,63000,9,25000,11.49,0,0.4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,63000,8,6300,11.49,0,0.1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,45000,1,8400,7.9,0,0.19,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,39000,5,8400,13.79,1,0.22,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
